Player,Game Week,Position,General Position,Team,League,Minutes,Rating,Age,Nationality
Arnau Tenas,J6,GK,Goalkeeper,Villarreal,Spanish La Liga,90,3.04,24,ESP
David Soria,J6,GK,Goalkeeper,Getafe,Spanish La Liga,90,5.54,32,ESP
Antonio Sivera,J6,GK,Goalkeeper,Alavés,Spanish La Liga,90,4.05,29,ESP
Jan Oblak,J6,GK,Goalkeeper,Atlético Madrid,Spanish La Liga,90,2.5,32,SVN
Augusto Batalla,J6,GK,Goalkeeper,Rayo Vallecano,Spanish La Liga,90,5.07,29,ARG
Álex Remiro,J6,GK,Goalkeeper,Real Sociedad,Spanish La Liga,90,8.17,30,ESP
Leo Román,J6,GK,Goalkeeper,Mallorca,Spanish La Liga,90,7.01,25,ESP
Sergio Herrera,J6,GK,Goalkeeper,Osasuna,Spanish La Liga,90,7.1,32,ESP
Iñaki Peña,J6,GK,Goalkeeper,Elche,Spanish La Liga,90,4.06,26,ESP
Aarón Escandell,J6,GK,Goalkeeper,Oviedo,Spanish La Liga,90,4.29,29,ESP
Joan García,J6,GK,Goalkeeper,Barcelona,Spanish La Liga,90,5.14,24,ESP
Paulo Gazzaniga,J7,GK,Goalkeeper,Girona,Spanish La Liga,90,8.98,33,ARG
Marko Dmitrović,J7,GK,Goalkeeper,Espanyol,Spanish La Liga,90,9.98,33,SRB
David Soria,J7,GK,Goalkeeper,Getafe,Spanish La Liga,90,5.25,32,ESP
Mathew Ryan,J7,GK,Goalkeeper,Levante,Spanish La Liga,90,6.09,33,AUS
Jan Oblak,J7,GK,Goalkeeper,Atlético Madrid,Spanish La Liga,90,1.47,32,SVN
Thibaut Courtois,J7,GK,Goalkeeper,Real Madrid,Spanish La Liga,90,-0.7,33,BEL
Leo Román,J7,GK,Goalkeeper,Mallorca,Spanish La Liga,90,9.34,25,ESP
Antonio Sivera,J7,GK,Goalkeeper,Alavés,Spanish La Liga,90,3.95,29,ESP
Luiz Lúcio Reis Júnior,J7,GK,Goalkeeper,Villarreal,Spanish La Liga,90,8.64,24,BRA
Unai Simón,J7,GK,Goalkeeper,Athletic Club,Spanish La Liga,90,7.01,28,ESP
Augusto Batalla,J7,GK,Goalkeeper,Rayo Vallecano,Spanish La Liga,90,3.43,29,ARG
Odysseas Vlachodimos,J7,GK,Goalkeeper,Sevilla,Spanish La Liga,90,10.02,31,GRE
Matías Dituro,J7,GK,Goalkeeper,Elche,Spanish La Liga,90,4.29,38,ARG
Ionuț Radu,J7,GK,Goalkeeper,Celta Vigo,Spanish La Liga,90,6.57,28,ROU
Wojciech Szczęsny,J7,GK,Goalkeeper,Barcelona,Spanish La Liga,90,4.37,35,POL
Álex Remiro,J7,GK,Goalkeeper,Real Sociedad,Spanish La Liga,90,4.85,30,ESP
Pau López,J7,GK,Goalkeeper,Betis,Spanish La Liga,90,7.82,30,ESP
Sergio Herrera,J7,GK,Goalkeeper,Osasuna,Spanish La Liga,90,4.51,32,ESP
Julen Agirrezabala,J7,GK,Goalkeeper,Valencia,Spanish La Liga,90,3.7,24,ESP
Aarón Escandell,J7,GK,Goalkeeper,Oviedo,Spanish La Liga,90,7.28,30,ESP
Sergio Herrera,J8,GK,Goalkeeper,Osasuna,Spanish La Liga,90,4.36,32,ESP
David Soria,J8,GK,Goalkeeper,Getafe,Spanish La Liga,90,4.07,32,ESP
Aarón Escandell,J8,GK,Goalkeeper,Oviedo,Spanish La Liga,90,5.22,30,ESP
Mathew Ryan,J8,GK,Goalkeeper,Levante,Spanish La Liga,90,8.65,33,AUS
Paulo Gazzaniga,J8,GK,Goalkeeper,Girona,Spanish La Liga,90,6.08,33,ARG
Julen Agirrezabala,J8,GK,Goalkeeper,Valencia,Spanish La Liga,90,3.07,24,ESP
Unai Simón,J8,GK,Goalkeeper,Athletic Club,Spanish La Liga,90,3.99,28,ESP
Leo Román,J8,GK,Goalkeeper,Mallorca,Spanish La Liga,90,4.93,25,ESP
Thibaut Courtois,J8,GK,Goalkeeper,Real Madrid,Spanish La Liga,90,4.39,33,BEL
Arnau Tenas,J8,GK,Goalkeeper,Villarreal,Spanish La Liga,90,4.23,24,ESP
Antonio Sivera,J8,GK,Goalkeeper,Alavés,Spanish La Liga,90,3.14,29,ESP
Iñaki Peña,J8,GK,Goalkeeper,Elche,Spanish La Liga,90,3.28,26,ESP
Odysseas Vlachodimos,J8,GK,Goalkeeper,Sevilla,Spanish La Liga,90,9.0,31,GRE
Wojciech Szczęsny,J8,GK,Goalkeeper,Barcelona,Spanish La Liga,90,0.14,35,POL
Álex Remiro,J8,GK,Goalkeeper,Real Sociedad,Spanish La Liga,90,5.11,30,ESP
Augusto Batalla,J8,GK,Goalkeeper,Rayo Vallecano,Spanish La Liga,90,10.07,29,ARG
Marko Dmitrović,J8,GK,Goalkeeper,Espanyol,Spanish La Liga,90,3.89,33,SRB
Pau López,J8,GK,Goalkeeper,Betis,Spanish La Liga,90,7.67,30,ESP
Ionuț Radu,J8,GK,Goalkeeper,Celta Vigo,Spanish La Liga,90,2.01,28,ROU
Jan Oblak,J8,GK,Goalkeeper,Atlético Madrid,Spanish La Liga,90,7.76,32,SVN
Aarón Escandell,J9,GK,Goalkeeper,Oviedo,Spanish La Liga,90,8.28,30,ESP
Marko Dmitrović,J9,GK,Goalkeeper,Espanyol,Spanish La Liga,90,9.21,33,SRB
Odysseas Vlachodimos,J9,GK,Goalkeeper,Sevilla,Spanish La Liga,90,2.66,31,GRE
Leo Román,J9,GK,Goalkeeper,Mallorca,Spanish La Liga,90,5.77,25,ESP
Wojciech Szczęsny,J9,GK,Goalkeeper,Barcelona,Spanish La Liga,90,6.81,35,POL
Paulo Gazzaniga,J9,GK,Goalkeeper,Girona,Spanish La Liga,90,7.39,33,ARG
Arnau Tenas,J9,GK,Goalkeeper,Villarreal,Spanish La Liga,90,3.3,24,ESP
Pau López,J9,GK,Goalkeeper,Betis,Spanish La Liga,90,0.9,30,ESP
Jan Oblak,J9,GK,Goalkeeper,Atlético Madrid,Spanish La Liga,90,10.1,32,SVN
Sergio Herrera,J9,GK,Goalkeeper,Osasuna,Spanish La Liga,90,9.4,32,ESP
Iñaki Peña,J9,GK,Goalkeeper,Elche,Spanish La Liga,90,6.21,26,ESP
Unai Simón,J9,GK,Goalkeeper,Athletic Club,Spanish La Liga,90,10.13,28,ESP
Ionuț Radu,J9,GK,Goalkeeper,Celta Vigo,Spanish La Liga,90,7.27,28,ROU
Álex Remiro,J9,GK,Goalkeeper,Real Sociedad,Spanish La Liga,90,2.86,30,ESP
Mathew Ryan,J9,GK,Goalkeeper,Levante,Spanish La Liga,90,0.08,33,AUS
Augusto Batalla,J9,GK,Goalkeeper,Rayo Vallecano,Spanish La Liga,90,9.48,29,ARG
David Soria,J9,GK,Goalkeeper,Getafe,Spanish La Liga,90,8.06,32,ESP
Thibaut Courtois,J9,GK,Goalkeeper,Real Madrid,Spanish La Liga,90,6.29,33,BEL
Antonio Sivera,J9,GK,Goalkeeper,Alavés,Spanish La Liga,90,8.34,29,ESP
Julen Agirrezabala,J9,GK,Goalkeeper,Valencia,Spanish La Liga,90,8.65,24,ESP
Álex Remiro,J10,GK,Goalkeeper,Real Sociedad,Spanish La Liga,90,4.14,30,ESP
Odysseas Vlachodimos,J10,GK,Goalkeeper,Sevilla,Spanish La Liga,90,3.94,31,GRE
Paulo Gazzaniga,J10,GK,Goalkeeper,Girona,Spanish La Liga,90,3.43,33,ARG
Aarón Escandell,J10,GK,Goalkeeper,Oviedo,Spanish La Liga,90,3.51,30,ESP
Marko Dmitrović,J10,GK,Goalkeeper,Espanyol,Spanish La Liga,90,10.16,33,SRB
Iñaki Peña,J10,GK,Goalkeeper,Elche,Spanish La Liga,90,7.7,26,ESP
Unai Simón,J10,GK,Goalkeeper,Athletic Club,Spanish La Liga,90,5.62,28,ESP
David Soria,J10,GK,Goalkeeper,Getafe,Spanish La Liga,90,10.23,32,ESP
Julen Agirrezabala,J10,GK,Goalkeeper,Valencia,Spanish La Liga,90,4.65,24,ESP
Luiz Lúcio Reis Júnior,J10,GK,Goalkeeper,Villarreal,Spanish La Liga,90,8.21,24,BRA
Leo Román,J10,GK,Goalkeeper,Mallorca,Spanish La Liga,90,7.68,25,ESP
Mathew Ryan,J10,GK,Goalkeeper,Levante,Spanish La Liga,90,5.49,33,AUS
Thibaut Courtois,J10,GK,Goalkeeper,Real Madrid,Spanish La Liga,90,5.18,33,BEL
Wojciech Szczęsny,J10,GK,Goalkeeper,Barcelona,Spanish La Liga,90,7.1,35,POL
Sergio Herrera,J10,GK,Goalkeeper,Osasuna,Spanish La Liga,90,4.24,32,ESP
Ionuț Radu,J10,GK,Goalkeeper,Celta Vigo,Spanish La Liga,90,7.49,28,ROU
Augusto Batalla,J10,GK,Goalkeeper,Rayo Vallecano,Spanish La Liga,90,8.86,29,ARG
Antonio Sivera,J10,GK,Goalkeeper,Alavés,Spanish La Liga,90,5.64,29,ESP
Pau López,J10,GK,Goalkeeper,Betis,Spanish La Liga,90,3.14,30,ESP
Jan Oblak,J10,GK,Goalkeeper,Atlético Madrid,Spanish La Liga,90,10.25,32,SVN
Alex Meret,J2,GK,Goalkeeper,Napoli,Italian Serie A,90,5.03,28,ITA
Elia Caprile,J2,GK,Goalkeeper,Cagliari,Italian Serie A,90,5.9,24,ITA
Adrian Šemper,J2,GK,Goalkeeper,Pisa,Italian Serie A,90,5.23,27,CRO
Mile Svilar,J2,GK,Goalkeeper,Roma,Italian Serie A,90,6.96,26,SRB
Nicola Leali,J2,GK,Goalkeeper,Genoa,Italian Serie A,90,5.4,32,ITA
Michele Di Gregorio,J2,GK,Goalkeeper,Juventus,Italian Serie A,90,6.63,28,ITA
Matej Kovar,J1,GK,Goalkeeper,PSV Eindhoven,UEFA Champions League,90,7.54,25,CZE
Kjell Scherpen,J1,GK,Goalkeeper,Union SG,UEFA Champions League,90,7.96,25,NED
Unai Simón,J1,GK,Goalkeeper,Athletic Club,UEFA Champions League,90,5.35,28,ESP
David Raya,J1,GK,Goalkeeper,Arsenal,UEFA Champions League,90,10.26,30,ESP
Guglielmo Vicario,J1,GK,Goalkeeper,Tottenham,UEFA Champions League,90,9.15,28,ITA
Luiz Lúcio Reis Júnior,J1,GK,Goalkeeper,Villarreal,UEFA Champions League,90,4.86,24,BRA
Anatolii Trubin,J1,GK,Goalkeeper,Benfica,UEFA Champions League,90,4.25,24,UKR
Mateusz Kochalski,J1,GK,Goalkeeper,Qarabağ,UEFA Champions League,90,4.94,25,POL
Michele Di Gregorio,J1,GK,Goalkeeper,Juventus,UEFA Champions League,90,0.66,28,ITA
Gregor Kobel,J1,GK,Goalkeeper,Dortmund,UEFA Champions League,90,3.81,27,SUI
Thibaut Courtois,J1,GK,Goalkeeper,Real Madrid,UEFA Champions League,90,5.62,33,BEL
Gerónimo Rulli,J1,GK,Goalkeeper,Marseille,UEFA Champions League,90,9.46,33,ARG
Jindřich Staněk,J1,GK,Goalkeeper,Slavia Prague,UEFA Champions League,90,8.87,29,CZE
Nikita Haikin,J1,GK,Goalkeeper,Bodø/Glimt,UEFA Champions League,90,10.27,30,RUS
Alexandros Paschalakis,J1,GK,Goalkeeper,Olympiacos,UEFA Champions League,90,8.18,36,GRE
Neofytos Michael,J1,GK,Goalkeeper,Pafos FC,UEFA Champions League,90,10.3,31,CYP
Alisson,J1,GK,Goalkeeper,Liverpool,UEFA Champions League,90,4.32,32,BRA
Jan Oblak,J1,GK,Goalkeeper,Atlético Madrid,UEFA Champions League,90,3.09,32,SVN
Vitezslav Jaros,J1,GK,Goalkeeper,Ajax,UEFA Champions League,90,5.18,24,CZE
Yann Sommer,J1,GK,Goalkeeper,Inter,UEFA Champions League,90,10.31,36,SUI
Manuel Neuer,J1,GK,Goalkeeper,Bayern Munich,UEFA Champions League,90,7.7,39,GER
Robert Sánchez,J1,GK,Goalkeeper,Chelsea,UEFA Champions League,90,4.99,27,ESP
Lucas Chevalier,J1,GK,Goalkeeper,Paris S-G,UEFA Champions League,90,8.38,23,FRA
Marco Carnesecchi,J1,GK,Goalkeeper,Atalanta,UEFA Champions League,90,7.25,25,ITA
Simon Mignolet,J1,GK,Goalkeeper,Club Brugge,UEFA Champions League,18,6.74,37,BEL
Nordin Jackers,J1,GK,Goalkeeper,Club Brugge,UEFA Champions League,72,5.08,28,BEL
Philipp Köhn,J1,GK,Goalkeeper,Monaco,UEFA Champions League,90,4.91,27,SUI
Dominik Kotarski,J1,GK,Goalkeeper,FC Copenhagen,UEFA Champions League,90,4.69,25,CRO
Mark Flekken,J1,GK,Goalkeeper,Leverkusen,UEFA Champions League,90,7.83,32,NED
Gianluigi Donnarumma,J1,GK,Goalkeeper,Manchester City,UEFA Champions League,90,9.37,26,ITA
Vanja Milinković-Savić,J1,GK,Goalkeeper,Napoli,UEFA Champions League,90,10.31,28,SRB
João Virgínia,J1,GK,Goalkeeper,Sporting CP,UEFA Champions League,90,5.6,25,POR
Sherhan Kalmurza,J1,GK,Goalkeeper,Qaırat Almaty,UEFA Champions League,90,7.8,18,KAZ
Nick Pope,J1,GK,Goalkeeper,Newcastle Utd,UEFA Champions League,90,3.8,33,ENG
Joan García,J1,GK,Goalkeeper,Barcelona,UEFA Champions League,90,10.36,24,ESP
Michael Zetterer,J1,GK,Goalkeeper,Eint Frankfurt,UEFA Champions League,90,9.39,30,GER
Uğurcan Çakır,J1,GK,Goalkeeper,Galatasaray,UEFA Champions League,90,2.72,29,TUR
Marco Carnesecchi,J2,GK,Goalkeeper,Atalanta,UEFA Champions League,90,5.34,25,ITA
Nordin Jackers,J2,GK,Goalkeeper,Club Brugge,UEFA Champions League,90,2.07,28,BEL
Robert Sánchez,J2,GK,Goalkeeper,Chelsea,UEFA Champions League,90,10.36,27,ESP
Anatolii Trubin,J2,GK,Goalkeeper,Benfica,UEFA Champions League,90,5.54,24,UKR
Jan Oblak,J2,GK,Goalkeeper,Atlético Madrid,UEFA Champions League,90,5.42,32,SVN
Kauã Santos,J2,GK,Goalkeeper,Eint Frankfurt,UEFA Champions League,90,5.9,22,BRA
Yann Sommer,J2,GK,Goalkeeper,Inter,UEFA Champions League,90,8.64,36,SUI
Jindřich Staněk,J2,GK,Goalkeeper,Slavia Prague,UEFA Champions League,90,6.09,29,CZE
Nikita Haikin,J2,GK,Goalkeeper,Bodø/Glimt,UEFA Champions League,90,3.02,30,RUS
Guglielmo Vicario,J2,GK,Goalkeeper,Tottenham,UEFA Champions League,90,3.79,28,ITA
Gerónimo Rulli,J2,GK,Goalkeeper,Marseille,UEFA Champions League,90,10.36,33,ARG
Vitezslav Jaros,J2,GK,Goalkeeper,Ajax,UEFA Champions League,90,0.89,24,CZE
Sherhan Kalmurza,J2,GK,Goalkeeper,Qaırat Almaty,UEFA Champions League,90,4.03,18,KAZ
Thibaut Courtois,J2,GK,Goalkeeper,Real Madrid,UEFA Champions League,90,10.37,33,BEL
Uğurcan Çakır,J2,GK,Goalkeeper,Galatasaray,UEFA Champions League,90,10.41,29,TUR
Alisson,J2,GK,Goalkeeper,Liverpool,UEFA Champions League,55,8.2,32,BRA
Giorgi Mamardashvili,J2,GK,Goalkeeper,Liverpool,UEFA Champions League,35,6.67,25,GEO
Neofytos Michael,J2,GK,Goalkeeper,Pafos FC,UEFA Champions League,90,4.69,31,CYP
Manuel Neuer,J2,GK,Goalkeeper,Bayern Munich,UEFA Champions League,90,4.65,39,GER
Kjell Scherpen,J2,GK,Goalkeeper,Union SG,UEFA Champions League,90,3.16,25,NED
Nick Pope,J2,GK,Goalkeeper,Newcastle Utd,UEFA Champions League,90,10.43,33,ENG
David Raya,J2,GK,Goalkeeper,Arsenal,UEFA Champions League,90,10.44,30,ESP
Kostas Tzolakis,J2,GK,Goalkeeper,Olympiacos,UEFA Champions League,90,4.47,22,GRE
Mateusz Kochalski,J2,GK,Goalkeeper,Qarabağ,UEFA Champions League,90,10.44,25,POL
Dominik Kotarski,J2,GK,Goalkeeper,FC Copenhagen,UEFA Champions League,90,7.44,25,CRO
Wojciech Szczęsny,J2,GK,Goalkeeper,Barcelona,UEFA Champions League,90,4.93,35,POL
Lucas Chevalier,J2,GK,Goalkeeper,Paris S-G,UEFA Champions League,90,3.47,23,FRA
Mark Flekken,J2,GK,Goalkeeper,Leverkusen,UEFA Champions League,90,3.99,32,NED
Matej Kovar,J2,GK,Goalkeeper,PSV Eindhoven,UEFA Champions League,90,10.46,25,CZE
Vanja Milinković-Savić,J2,GK,Goalkeeper,Napoli,UEFA Champions League,90,10.52,28,SRB
Rui Silva,J2,GK,Goalkeeper,Sporting CP,UEFA Champions League,90,2.96,31,POR
Gregor Kobel,J2,GK,Goalkeeper,Dortmund,UEFA Champions League,90,6.48,27,SUI
Unai Simón,J2,GK,Goalkeeper,Athletic Club,UEFA Champions League,90,3.97,28,ESP
Philipp Köhn,J2,GK,Goalkeeper,Monaco,UEFA Champions League,90,7.18,27,SUI
Gianluigi Donnarumma,J2,GK,Goalkeeper,Manchester City,UEFA Champions League,90,2.73,26,ITA
Arnau Tenas,J2,GK,Goalkeeper,Villarreal,UEFA Champions League,90,3.19,24,ESP
Mattia Perin,J2,GK,Goalkeeper,Juventus,UEFA Champions League,90,4.94,32,ITA
Wojciech Szczęsny,J3,GK,Goalkeeper,Barcelona,UEFA Champions League,90,6.17,35,POL
Kostas Tzolakis,J3,GK,Goalkeeper,Olympiacos,UEFA Champions League,90,2.91,22,GRE
Nick Pope,J3,GK,Goalkeeper,Newcastle Utd,UEFA Champions League,90,10.52,33,ENG
Anatolii Trubin,J3,GK,Goalkeeper,Benfica,UEFA Champions League,90,8.03,24,UKR
David Raya,J3,GK,Goalkeeper,Arsenal,UEFA Champions League,90,8.55,30,ESP
Jan Oblak,J3,GK,Goalkeeper,Atlético Madrid,UEFA Champions League,90,5.41,32,SVN
Mark Flekken,J3,GK,Goalkeeper,Leverkusen,UEFA Champions League,90,0.7,32,NED
Lucas Chevalier,J3,GK,Goalkeeper,Paris S-G,UEFA Champions League,90,2.99,23,FRA
Matej Kovar,J3,GK,Goalkeeper,PSV Eindhoven,UEFA Champions League,90,3.07,25,CZE
Vanja Milinković-Savić,J3,GK,Goalkeeper,Napoli,UEFA Champions League,90,3.96,28,SRB
Luiz Lúcio Reis Júnior,J3,GK,Goalkeeper,Villarreal,UEFA Champions League,90,9.08,24,BRA
Gianluigi Donnarumma,J3,GK,Goalkeeper,Manchester City,UEFA Champions League,90,8.59,26,ITA
Kjell Scherpen,J3,GK,Goalkeeper,Union SG,UEFA Champions League,90,1.48,25,NED
Yann Sommer,J3,GK,Goalkeeper,Inter,UEFA Champions League,90,10.56,36,SUI
Dominik Kotarski,J3,GK,Goalkeeper,FC Copenhagen,UEFA Champions League,90,1.64,25,CRO
Gregor Kobel,J3,GK,Goalkeeper,Dortmund,UEFA Champions League,90,4.3,27,SUI
Temirlan Anarbekov,J3,GK,Goalkeeper,Qaırat Almaty,UEFA Champions League,90,10.62,22,KAZ
Neofytos Michael,J3,GK,Goalkeeper,Pafos FC,UEFA Champions League,90,10.64,31,CYP
Unai Simón,J3,GK,Goalkeeper,Athletic Club,UEFA Champions League,90,5.73,28,ESP
Mateusz Kochalski,J3,GK,Goalkeeper,Qarabağ,UEFA Champions League,90,3.21,25,POL
Uğurcan Çakır,J3,GK,Goalkeeper,Galatasaray,UEFA Champions League,90,7.78,29,TUR
Nikita Haikin,J3,GK,Goalkeeper,Bodø/Glimt,UEFA Champions League,90,8.85,30,RUS
Franco Israel,J2,GK,Goalkeeper,Torino,Italian Serie A,90,8.31,25,URU
David de Gea,J2,GK,Goalkeeper,Fiorentina,Italian Serie A,90,8.24,34,ESP
Rui Silva,J3,GK,Goalkeeper,Sporting CP,UEFA Champions League,90,5.48,31,POR
Gerónimo Rulli,J3,GK,Goalkeeper,Marseille,UEFA Champions League,90,6.24,33,ARG
Filip Jørgensen,J3,GK,Goalkeeper,Chelsea,UEFA Champions League,90,4.04,23,DEN
Remko Pasveer,J3,GK,Goalkeeper,Ajax,UEFA Champions League,90,3.92,41,NED
Manuel Neuer,J3,GK,Goalkeeper,Bayern Munich,UEFA Champions League,90,8.88,39,GER
Nordin Jackers,J3,GK,Goalkeeper,Club Brugge,UEFA Champions League,90,5.27,28,BEL
Marco Carnesecchi,J3,GK,Goalkeeper,Atalanta,UEFA Champions League,90,10.66,25,ITA
Jakub Markovič,J3,GK,Goalkeeper,Slavia Prague,UEFA Champions League,90,10.84,24,CZE
Thibaut Courtois,J3,GK,Goalkeeper,Real Madrid,UEFA Champions League,90,10.86,33,BEL
Michele Di Gregorio,J3,GK,Goalkeeper,Juventus,UEFA Champions League,90,11.01,28,ITA
Philipp Köhn,J3,GK,Goalkeeper,Monaco,UEFA Champions League,90,11.07,27,SUI
Guglielmo Vicario,J3,GK,Goalkeeper,Tottenham,UEFA Champions League,90,11.11,29,ITA
Michael Zetterer,J3,GK,Goalkeeper,Eint Frankfurt,UEFA Champions League,90,4.44,30,GER
Giorgi Mamardashvili,J3,GK,Goalkeeper,Liverpool,UEFA Champions League,90,3.98,25,GEO
Yann Sommer,J2,GK,Goalkeeper,Inter,Italian Serie A,90,3.63,36,SUI
Razvan Sava,J2,GK,Goalkeeper,Udinese,Italian Serie A,90,5.24,23,ROU
Elías Rafn Ólafsson,J1,GK,Goalkeeper,Midtjylland,UEFA Europa League,90,8.27,25,ISL
Oliver Christensen,J1,GK,Goalkeeper,Sturm Graz,UEFA Europa League,90,2.48,26,DEN
Jiří Pavlenka,J1,GK,Goalkeeper,PAOK,UEFA Europa League,90,7.87,33,CZE
Roei Mashpati,J1,GK,Goalkeeper,Maccabi Tel Aviv,UEFA Europa League,90,7.65,32,ISR
Lukáš Horníček,J1,GK,Goalkeeper,Braga,UEFA Europa League,90,5.56,23,CZE
Timon Wellenreuther,J1,GK,Goalkeeper,Feyenoord,UEFA Europa League,90,4.19,29,GER
Noah Atubolu,J1,GK,Goalkeeper,Freiburg,UEFA Europa League,90,4.78,23,GER
Mirko Salvi,J1,GK,Goalkeeper,Basel,UEFA Europa League,90,3.11,31,SUI
Matheus,J1,GK,Goalkeeper,Red Star,UEFA Europa League,90,7.28,33,BRA
Kasper Schmeichel,J1,GK,Goalkeeper,Celtic,UEFA Europa League,90,6.39,38,DEN
Yehvann Diouf,J1,GK,Goalkeeper,Nice,UEFA Europa League,90,2.93,25,SEN
Mile Svilar,J1,GK,Goalkeeper,Roma,UEFA Europa League,90,3.73,26,SRB
Pau López,J1,GK,Goalkeeper,Betis,UEFA Europa League,90,4.25,30,ESP
Matz Sels,J1,GK,Goalkeeper,Nott'ham Forest,UEFA Europa League,90,2.53,33,BEL
Robin Olsen,J1,GK,Goalkeeper,Malmö,UEFA Europa League,90,4.99,35,SWE
Sergio Padt,J1,GK,Goalkeeper,Ludogorets,UEFA Europa League,90,4.59,35,NED
Ivan Nevistić,J1,GK,Goalkeeper,Dinamo Zagreb,UEFA Europa League,90,3.19,27,CRO
Ederson,J1,GK,Goalkeeper,Fenerbahçe,UEFA Europa League,90,1.01,32,BRA
Berke Özer,J1,GK,Goalkeeper,Lille,UEFA Europa League,90,3.03,25,TUR
Mathias Dyngeland,J1,GK,Goalkeeper,Brann,UEFA Europa League,90,5.59,29,NOR
Jari De Busser,J1,GK,Goalkeeper,Go Ahead Eag,UEFA Europa League,90,5.09,25,BEL
Stefan Târnovanu,J1,GK,Goalkeeper,FCSB,UEFA Europa League,90,11.21,25,ROU
Marco Bizot,J1,GK,Goalkeeper,Aston Villa,UEFA Europa League,90,11.32,34,NED
Łukasz Skorupski,J1,GK,Goalkeeper,Bologna,UEFA Europa League,90,5.27,34,POL
Jack Butland,J1,GK,Goalkeeper,Rangers,UEFA Europa League,90,5.91,32,ENG
Hendrik Van Crombrugge,J1,GK,Goalkeeper,Genk,UEFA Europa League,90,5.75,32,BEL
Alexander Nübel,J1,GK,Goalkeeper,Stuttgart,UEFA Europa League,90,2.44,28,GER
Ionuț Radu,J1,GK,Goalkeeper,Celta Vigo,UEFA Europa League,90,4.15,28,ROU
Marvin Keller,J1,GK,Goalkeeper,Young Boys,UEFA Europa League,90,0.26,23,SUI
Alban Lafont,J1,GK,Goalkeeper,Panathinaikos,UEFA Europa League,90,4.71,26,FRA
Alexander Schlager,J1,GK,Goalkeeper,RB Salzburg,UEFA Europa League,90,4.47,29,AUT
Diogo Costa,J1,GK,Goalkeeper,Porto,UEFA Europa League,90,7.63,26,POR
Dénes Dibusz,J1,GK,Goalkeeper,Ferencváros,UEFA Europa League,90,4.56,34,HUN
Martin Jedlička,J1,GK,Goalkeeper,Viktoria Plzeň,UEFA Europa League,90,5.49,27,CZE
Vasilios Barkas,J1,GK,Goalkeeper,Utrecht,UEFA Europa League,90,5.88,31,GRE
Dominik Greif,J1,GK,Goalkeeper,Lyon,UEFA Europa League,90,8.17,28,SVK
Kasper Schmeichel,J2,GK,Goalkeeper,Celtic,UEFA Europa League,90,1.86,38,DEN
Lukáš Horníček,J2,GK,Goalkeeper,Braga,UEFA Europa League,90,9.15,23,CZE
Łukasz Skorupski,J2,GK,Goalkeeper,Bologna,UEFA Europa League,90,6.24,34,POL
Noah Atubolu,J2,GK,Goalkeeper,Freiburg,UEFA Europa League,90,4.74,23,GER
Mile Svilar,J2,GK,Goalkeeper,Roma,UEFA Europa League,90,7.46,26,SRB
Berke Özer,J2,GK,Goalkeeper,Lille,UEFA Europa League,90,9.57,25,TUR
Martin Jedlička,J2,GK,Goalkeeper,Viktoria Plzeň,UEFA Europa League,90,6.62,27,CZE
Robin Olsen,J2,GK,Goalkeeper,Malmö,UEFA Europa League,90,2.8,35,SWE
Mathias Dyngeland,J2,GK,Goalkeeper,Brann,UEFA Europa League,90,6.5,29,NOR
Vasilios Barkas,J2,GK,Goalkeeper,Utrecht,UEFA Europa League,90,4.67,31,GRE
Alban Lafont,J2,GK,Goalkeeper,Panathinaikos,UEFA Europa League,90,3.48,26,FRA
Jari De Busser,J2,GK,Goalkeeper,Go Ahead Eag,UEFA Europa League,90,7.49,25,BEL
Sergio Padt,J2,GK,Goalkeeper,Ludogorets,UEFA Europa League,90,2.02,35,NED
Álvaro Vallés,J2,GK,Goalkeeper,Betis,UEFA Europa League,90,5.94,28,ESP
Ederson,J2,GK,Goalkeeper,Fenerbahçe,UEFA Europa League,90,4.4,32,BRA
Yehvann Diouf,J2,GK,Goalkeeper,Nice,UEFA Europa League,90,3.76,25,SEN
Stefan Târnovanu,J2,GK,Goalkeeper,FCSB,UEFA Europa League,90,4.99,25,ROU
Marvin Keller,J2,GK,Goalkeeper,Young Boys,UEFA Europa League,90,6.85,23,SUI
Diogo Costa,J2,GK,Goalkeeper,Porto,UEFA Europa League,90,3.19,26,POR
Matheus,J2,GK,Goalkeeper,Red Star,UEFA Europa League,90,4.4,33,BRA
Matz Sels,J2,GK,Goalkeeper,Nott'ham Forest,UEFA Europa League,90,0.73,33,BEL
Elías Rafn Ólafsson,J2,GK,Goalkeeper,Midtjylland,UEFA Europa League,90,4.93,25,ISL
Oliver Christensen,J2,GK,Goalkeeper,Sturm Graz,UEFA Europa League,90,7.4,26,DEN
Jack Butland,J2,GK,Goalkeeper,Rangers,UEFA Europa League,90,4.62,32,ENG
Ionuț Radu,J2,GK,Goalkeeper,Celta Vigo,UEFA Europa League,90,2.95,28,ROU
Jiří Pavlenka,J2,GK,Goalkeeper,PAOK,UEFA Europa League,90,5.31,33,CZE
Marwin Hitz,J2,GK,Goalkeeper,Basel,UEFA Europa League,90,11.33,38,SUI
Alexander Nübel,J2,GK,Goalkeeper,Stuttgart,UEFA Europa League,90,2.14,29,GER
Hendrik Van Crombrugge,J2,GK,Goalkeeper,Genk,UEFA Europa League,90,6.85,32,BEL
